National Center for Education Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
CCD public school data 2019-2020 school year,,,,,,,,,,,,,,,,,,,,,,,,,
The file contains (525) records based on your search.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
[ ] indicates that the data are not applicable.,,,,,,,,,,,,,,,,,,,,,,,,,
[ ] indicates that the data are missing.,,,,,,,,,,,,,,,,,,,,,,,,,
[ ] indicates that the data do not meet NCES data quality standards.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"SEARCH CRITERIA: State: ""Washington""-County: ""king county""-School Description: ""Regular, Special Education, Vocational, Other/Alternative""",,,,,,,,,,,,,,,,,,,,,,,,,
"NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd",,,,,,,,,,,,,,,,,,,,,,,,,
NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
530771001158,WA-17001-3803,5307710,WA-17001,PK,05,Dearborn Park International School,Seattle School District No. 1,King County,2820 S ORCAS ST,SEATTLE,WA,98108,3066,(206)252-6930,11,City: Large,No,No,Yes,Yes,348.00000,22.81000,15.3000000,147.00000,41.00000
530771003618,WA-17001-5488,5307710,WA-17001,KG,05,Decatur Elementary School,Seattle School District No. 1,King County,7711 43rd Ave NE,Seattle,WA,98115,,(206)252-3230,11,City: Large,No,No,No,†,231.00000,13.21000,17.5000000,4.00000,2.00000
530282000434,WA-17210-3766,5302820,WA-17210,09,12,Decatur High School,Federal Way School District,King County,2800 SW 320TH ST,FEDERAL WAY,WA,98023,2207,(253)945-5200,21,Suburb: Large,No,No,Yes,Yes,1373.00000,66.83000,20.5000000,528.00000,157.00000
530354000525,WA-17401-2418,5303540,WA-17401,PK,05,Des Moines Elementary,Highline School District,King County,23801 16th Avenue South,Des Moines,WA,98198,6310,(206)631-3700,21,Suburb: Large,No,No,Yes,Yes,585.00000,31.61000,18.5000000,242.00000,85.00000
530030000037,WA-17408-2932,5300300,WA-17408,PK,05,Dick Scobee Elementary School,Auburn School District,King County,1825 K ST SE,AUBURN,WA,98002,6914,(253)931-4984,13,City: Small,No,No,Yes,Yes,542.00000,38.12000,14.2000000,327.00000,93.00000
530423000661,WA-17414-4018,5304230,WA-17414,PK,05,Dickinson Elementary,Lake Washington School District,King County,7040 - 208th NE,Redmond,WA,98053,4716,(425)936-2530,21,Suburb: Large,No,No,No,†,516.00000,31.94000,16.2000000,21.00000,3.00000
530723002564,WA-17403-3280,5307230,WA-17403,06,08,Dimmitt Middle School,Renton School District,King County,12320 80th Ave S,Seattle,WA,98178,4413,(425)204-2800,21,Suburb: Large,No,No,Yes,Yes,636.00000,36.40000,17.5000000,335.00000,97.00000
530375002426,WA-17411-4376,5303750,WA-17411,PK,05,Discovery Elementary,Issaquah School District,King County,2300 228TH AVE SE,ISSAQUAH,WA,98075,,(425)837-4100,21,Suburb: Large,No,No,No,†,708.00000,40.60000,17.4000000,15.00000,4.00000
530423002448,WA-17414-1658,5304230,WA-17414,KG,05,Discovery School,Lake Washington School District,King County,12801 84th NE,Kirkland,WA,98034,2600,(425)936-2704,21,Suburb: Large,No,No,No,†,70.00000,3.45000,20.3000000,0.00000,3.00000
530771001161,WA-17001-2321,5307710,WA-17001,PK,05,Dunlap Elementary School,Seattle School District No. 1,King County,4525 S CLOVERDALE ST,SEATTLE,WA,98118,4905,(206)252-7000,11,City: Large,No,No,Yes,Yes,323.00000,24.13000,13.4000000,158.00000,16.00000
530282003430,WA-17210-5280,5302820,WA-17210,PK,12,Dynamic Family Services,Federal Way School District,King County,10811 SE Kent Kanlgey Rd,Kent,WA,98030,,(253)945-2000,12,City: Midsize,No,No,Yes,Yes,6.00000,–,†,†,†
530456002566,WA-17407-3006,5304560,WA-17407,KG,05,Eagle Rock Multiage School,Riverview School District,King County,29300 NE 150th St,Duvall,WA,98019,8523,(425)844-4900,21,Suburb: Large,No,No,No,†,60.00000,3.02000,19.9000000,†,†
530396000614,WA-17415-2851,5303960,WA-17415,PK,06,East Hill Elementary School,Kent School District,King County,9825 S 240th ST,Kent,WA,98031,4842,(253)373-7455,12,City: Midsize,No,No,Yes,Yes,479.00000,28.51000,16.8000000,296.00000,48.00000
530591002428,WA-17417-4379,5305910,WA-17417,PK,05,East Ridge Elementary,Northshore School District,King County,22150 NE 156 PL,Woodinville,WA,98077,7489,(425)408-4400,21,Suburb: Large,No,No,No,†,373.00000,20.49000,18.2000000,11.00000,7.00000
530039000066,WA-17405-3036,5300390,WA-17405,PK,05,Eastgate Elementary School,Bellevue School District,King County,4255 153rd Avenue SE,Bellevue,WA,98006,1739,(425)456-5100,12,City: Midsize,No,No,No,†,484.00000,27.01000,17.9000000,60.00000,15.00000
530423001141,WA-17414-4439,5304230,WA-17414,09,12,Eastlake High School,Lake Washington School District,King County,400 228th NE,Sammamish,WA,98074,7209,(425)936-1500,21,Suburb: Large,No,No,No,†,2151.00000,107.40000,20.0000000,46.00000,14.00000
530375001773,WA-17411-3569,5303750,WA-17411,05,12,Echo Glen School,Issaquah School District,King County,33010 SE 99TH ST,SNOQUALMIE,WA,98065,9798,(425)831-2520,31,Town: Fringe,No,No,Yes,Yes,78.00000,3.96000,19.7000000,76.00000,0.00000
530792001302,WA-17412-3104,5307920,WA-17412,KG,06,Echo Lake Elementary School,Shoreline School District,King County,19345 Wallingford Ave. N.,Shoreline,WA,98133,4155,(206)393-4338,21,Suburb: Large,No,No,Yes,Yes,426.00000,28.62000,14.9000000,118.00000,34.00000
530771001162,WA-17001-2729,5307710,WA-17001,06,08,Eckstein Middle School,Seattle School District No. 1,King County,3003 NE 75 ST,SEATTLE,WA,98115,4709,(206)252-5010,11,City: Large,No,No,No,†,1088.00000,54.50000,20.0000000,125.00000,22.00000
530792003688,WA-17412-5593,5307920,WA-17412,PK,PK,Edwin Pratt Learning Center,Shoreline School District,King County,1900 N 170th St,Shoreline,WA,98133,,(206)393-4350,21,Suburb: Large,No,Yes,No,†,423.00000,–,†,131.00000,4.00000
530804002239,WA-17410-4308,5308040,WA-17410,KG,05,Edwin R Opstad Elementary,Snoqualmie Valley School District,King County,1345 STILLSON AVE SE,NORTH BEND,WA,98045,,(425)831-8300,31,Town: Fringe,No,No,Yes,No,515.00000,32.03000,16.1000000,42.00000,14.00000
530423002648,WA-17414-4424,5304230,WA-17414,KG,05,Einstein Elementary,Lake Washington School District,King County,18025 NE 116th,Redmond,WA,98052,2816,(425)936-2540,13,City: Small,No,No,Yes,No,419.00000,27.97000,15.0000000,41.00000,28.00000
530423003628,WA-17414-5512,5304230,WA-17414,KG,05,Ella Baker Elementary School,Lake Washington School District,King County,9595 Eastridge Drive NE,Redmond,WA,98053,,(425)936-2790,41,Rural: Fringe,No,No,No,†,549.00000,30.82000,17.8000000,55.00000,2.00000
530396002729,WA-17415-4545,5303960,WA-17415,KG,06,Emerald Park Elementary School,Kent School District,King County,11800 SE 216th St,Kent,WA,98031,3900,(253)373-3850,12,City: Midsize,No,No,Yes,Yes,522.00000,29.07000,18.0000000,183.00000,75.00000
530771001163,WA-17001-2118,5307710,WA-17001,PK,05,Emerson Elementary School,Seattle School District No. 1,King County,9709 60 AV S,SEATTLE,WA,98118,5818,(206)252-7100,11,City: Large,No,No,Yes,Yes,383.00000,29.53000,13.0000000,219.00000,15.00000
530423001784,WA-17414-3855,5304230,WA-17414,09,12,Emerson High School,Lake Washington School District,King County,10903 NE 53rd ST,Kirkland,WA,98033,7508,(425)936-2300,21,Suburb: Large,No,No,Yes,No,54.00000,10.30000,5.2000000,6.00000,5.00000
530423002725,WA-17414-1688,5304230,WA-17414,KG,12,Emerson K-12,Lake Washington School District,King County,10903 NE 53rd Street,Kirkland,WA,98033,7508,(425)936-2311,21,Suburb: Large,No,No,No,†,61.00000,4.41000,13.8000000,3.00000,0.00000
530282003124,WA-17210-1950,5302820,WA-17210,09,12,Employment Transition Program,Federal Way School District,King County,33250 21st Ave SW,Federal Way,WA,98023,,(253)945-4170,21,Suburb: Large,No,No,Yes,Yes,42.00000,2.96000,14.2000000,28.00000,3.00000
530039000067,WA-17405-2846,5300390,WA-17405,PK,05,Enatai Elementary School,Bellevue School District,King County,10700 SE 25th Street,Bellevue,WA,98007,,(425)456-5200,12,City: Midsize,No,No,No,†,523.00000,29.66000,17.6000000,75.00000,13.00000
530375002518,WA-17411-4493,5303750,WA-17411,KG,05,Endeavour Elementary School,Issaquah School District,King County,26205 SE ISSAQUAH-FALL CITY RD,ISSAQUAH,WA,98029,9114,(425)837-7350,41,Rural: Fringe,No,No,No,†,588.00000,35.48000,16.6000000,21.00000,10.00000
530282001380,WA-17210-4470,5302820,WA-17210,PK,05,Enterprise Elementary School,Federal Way School District,King County,35101 5TH AVE SW,FEDERAL WAY,WA,98023,8108,(253)945-2600,21,Suburb: Large,No,No,Yes,Yes,488.00000,30.01000,16.3000000,220.00000,42.00000
530000102054,WA-17216-4210,5300001,WA-17216,06,08,Enumclaw Middle School,Enumclaw School District,King County,550 Semanski Street,Enumclaw,WA,98022,2067,(360)802-7150,21,Suburb: Large,No,No,Yes,No,505.00000,23.71000,21.3000000,128.00000,33.00000
530000100379,WA-17216-3330,5300001,WA-17216,09,12,Enumclaw Sr High School,Enumclaw School District,King County,226 Semanski St South,Enumclaw,WA,98022,2099,(360)802-7669,21,Suburb: Large,No,No,No,†,1258.00000,61.10000,20.6000000,255.00000,72.00000
530423002726,WA-17414-1800,5304230,WA-17414,06,08,Environmental & Adventure School,Lake Washington School District,King County,8040 NE 132nd,Kirkland,WA,98034,2522,(425)936-2355,21,Suburb: Large,No,Yes,No,†,139.00000,6.20000,22.4000000,3.00000,4.00000
530030000035,WA-17408-3745,5300300,WA-17408,KG,05,Evergreen Heights Elementary,Auburn School District,King County,5602 S 316TH ST,AUBURN,WA,98001,3822,(253)931-4974,13,City: Small,No,No,Yes,Yes,554.00000,33.65000,16.5000000,195.00000,64.00000
530354000526,WA-17401-3099,5303540,WA-17401,09,12,Evergreen High School,Highline School District,King County,830 SW 116th St,Seattle,WA,98146,2298,(206)631-6150,21,Suburb: Large,No,No,Yes,Yes,1040.00000,49.56000,21.0000000,633.00000,157.00000
530423001841,WA-17414-4148,5304230,WA-17414,06,08,Evergreen Middle School,Lake Washington School District,King County,6900 208th AVE NE,Redmond,WA,98053,4715,(425)936-2320,21,Suburb: Large,No,No,No,†,648.00000,34.67000,18.7000000,28.00000,15.00000
530423002519,WA-17414-1687,5304230,WA-17414,01,05,Explorer Community School,Lake Washington School District,King County,7040 208th NE,Redmond,WA,98052,4716,(425)936-2533,21,Suburb: Large,No,No,No,†,72.00000,3.00000,24.0000000,3.00000,0.00000
530771003497,WA-17001-3518,5307710,WA-17001,PK,05,Fairmount Park Elementary School,Seattle School District No. 1,King County,3800 SW FINDLAY ST,SEATTLE,WA,98126,2845,(206)252-9290,11,City: Large,No,No,No,†,522.00000,29.00000,18.0000000,64.00000,5.00000
530396000615,WA-17415-3678,5303960,WA-17415,PK,06,Fairwood Elementary School,Kent School District,King County,16600 148th Ave SE,Renton,WA,98058,8267,(253)373-7491,21,Suburb: Large,No,No,No,†,388.00000,22.07000,17.6000000,81.00000,19.00000
530804001329,WA-17410-2222,5308040,WA-17410,KG,05,Fall City Elementary,Snoqualmie Valley School District,King County,Box 220,Fall City,WA,98024,,(425)831-4000,21,Suburb: Large,No,No,No,†,550.00000,31.02000,17.7000000,40.00000,15.00000
530930002720,WA-17402-1822,5309300,WA-17402,KG,12,Family Link,Vashon Island School District,King County,20120 VASHON HWY SW,VASHON,WA,98070,6026,(206)463-8686,41,Rural: Fringe,No,No,No,†,61.00000,1.53000,39.9000000,11.00000,1.00000
530282000435,WA-17210-2417,5302820,WA-17210,09,12,Federal Way High School,Federal Way School District,King County,30611 16TH AV S,FEDERAL WAY,WA,98003,4126,(253)945-5400,21,Suburb: Large,No,No,Yes,Yes,1661.00000,77.47000,21.4000000,856.00000,215.00000
530282002719,WA-17210-1789,5302820,WA-17210,06,10,Federal Way Public Academy,Federal Way School District,King County,34620 9TH AV S,FEDERAL WAY,WA,98003,6731,(253)945-3270,21,Suburb: Large,No,No,No,†,315.00000,13.47000,23.4000000,79.00000,34.00000
530282003321,WA-17210-5218,5302820,WA-17210,PK,PK,Federal Way Public School ECEAP,Federal Way School District,King County,33330 8th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,No,No,†,302.00000,–,†,160.00000,5.00000
530282003320,WA-17210-5219,5302820,WA-17210,PK,PK,Federal Way Public Schools Headstart,Federal Way School District,King County,31457 28th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,No,Yes,Yes,106.00000,–,†,60.00000,2.00000
530282003232,WA-17210-5107,5302820,WA-17210,11,12,Federal Way Running Start Home School,Federal Way School District,King County,33330 8th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,No,No,†,0.00000,0.00000,†,–,–
530423000663,WA-17414-3590,5304230,WA-17414,06,08,Finn Hill Middle School,Lake Washington School District,King County,8040 NE 132nd ST,Kirkland,WA,98034,2522,(425)936-2340,21,Suburb: Large,No,No,Yes,No,676.00000,34.30000,19.7000000,78.00000,30.00000
530792002912,WA-17412-2612,5307920,WA-17412,KG,12,Fircrest Residential Habilitation,Shoreline School District,King County,15230 15th N.E.,Shoreline,WA,98155,,(206)361-3033,21,Suburb: Large,No,No,Yes,Yes,2.00000,–,†,†,†
530813001341,WA-17406-2848,5308130,WA-17406,09,12,Foster Senior High School,Tukwila School District,King County,4242 S 144th St,Tukwila,WA,98168,,(206)901-7900,21,Suburb: Large,No,No,Yes,Yes,882.00000,39.80000,22.2000000,427.00000,147.00000
530423000658,WA-17414-3591,5304230,WA-17414,KG,05,Franklin Elementary,Lake Washington School District,King County,12434 NE 60th,Kirkland,WA,98033,8722,(425)936-2550,21,Suburb: Large,No,No,No,†,480.00000,30.70000,15.6000000,20.00000,7.00000
530771001168,WA-17001-2182,5307710,WA-17001,09,12,Franklin High School,Seattle School District No. 1,King County,3013 S MT BAKER BV,SEATTLE,WA,98144,6139,(206)252-6150,11,City: Large,No,No,Yes,Yes,1232.00000,64.40000,19.1000000,557.00000,214.00000
530771001151,WA-17001-2090,5307710,WA-17001,KG,05,Frantz Coe Elementary School,Seattle School District No. 1,King County,2424 7 AV W,SEATTLE,WA,98119,2513,(206)252-2000,11,City: Large,No,No,No,†,553.00000,30.29000,18.3000000,20.00000,7.00000
530423000681,WA-17414-3675,5304230,WA-17414,KG,05,Frost Elementary,Lake Washington School District,King County,11801 NE 140th,Kirkland,WA,98034,2113,(425)936-2560,21,Suburb: Large,No,No,Yes,Yes,441.00000,34.46000,12.8000000,113.00000,19.00000
530423002727,WA-17414-1804,5304230,WA-17414,09,12,Futures School,Lake Washington School District,King County,10601 NE 132nd,Kirkland,WA,98034,2872,(425)936-1635,21,Suburb: Large,No,No,Yes,Yes,21.00000,1.20000,17.5000000,8.00000,0.00000
530771001171,WA-17001-2306,5307710,WA-17001,09,12,Garfield High School,Seattle School District No. 1,King County,400 23 Ave,SEATTLE,WA,98122,4928,(206)252-2270,11,City: Large,No,No,No,†,1786.00000,68.63000,26.0000000,425.00000,101.00000
530813003429,WA-17406-5284,5308130,WA-17406,09,12,Gateway,Tukwila School District,King County,Highline Community College,Des Moines,WA,98198,,(206)878-3710,21,Suburb: Large,No,No,No,†,0.00000,0.00000,†,–,–
530282003374,WA-17210-5255,5302820,WA-17210,09,12,Gateway to College,Federal Way School District,King County,33330 8th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,No,No,†,0.00000,0.00000,†,–,–
530354003373,WA-17401-5254,5303540,WA-17401,10,12,Gateway to College,Highline School District,King County,614 SW 120th Street,Burien,WA,98146,,(206)631-7774,21,Suburb: Large,No,No,No,†,0.00000,0.00000,†,–,–
530771001172,WA-17001-2139,5307710,WA-17001,KG,05,Gatewood Elementary School,Seattle School District No. 1,King County,4320 SW MYRTLE ST,SEATTLE,WA,98136,1752,(206)252-9400,11,City: Large,No,No,No,†,401.00000,24.94000,16.1000000,49.00000,8.00000
530771001245,WA-17001-3429,5307710,WA-17001,KG,05,Genesee Hill Elementary,Seattle School District No. 1,King County,5013 SW Dakota Street,SEATTLE,WA,98116,,(206)252-9700,11,City: Large,No,No,No,†,651.00000,38.23000,17.0000000,42.00000,7.00000
530396000690,WA-17415-4413,5303960,WA-17415,PK,06,George T. Daniel Elementary School,Kent School District,King County,11310 SE 248th ST,Kent,WA,98030,4922,(253)373-7615,12,City: Midsize,No,No,Yes,Yes,504.00000,29.05000,17.3000000,282.00000,76.00000
530375003588,WA-17411-5437,5303750,WA-17411,09,12,Gibson Ek High School,Issaquah School District,King County,379 1st PL SE,Issaquah,WA,98027,,(425)837-6350,21,Suburb: Large,No,No,No,†,184.00000,14.00000,13.1000000,11.00000,0.00000
530030000040,WA-17408-3669,5300300,WA-17408,PK,05,Gildo Rey Elementary School,Auburn School District,King County,1005 37TH ST SE,AUBURN,WA,98002,8710,(253)931-4952,13,City: Small,No,No,Yes,Yes,629.00000,38.90000,16.2000000,337.00000,111.00000
530354003674,WA-17401-5551,5303540,WA-17401,06,08,Glacier Middle School,Highline School District,King County,2450 South 142nd Street,SeaTac,WA,98168,,(206)631-5300,21,Suburb: Large,No,No,Yes,Yes,922.00000,44.24000,20.8000000,603.00000,160.00000
530876001463,WA-17409-4453,5308760,WA-17409,PK,05,Glacier Park Elementary,Tahoma School District,King County,23700 SE 280th Street,Maple Valley,WA,98038,8198,(425)413-3700,21,Suburb: Large,No,No,Yes,No,707.00000,39.94000,17.7000000,75.00000,25.00000
530396002522,WA-17415-4489,5303960,WA-17415,PK,06,Glenridge Elementary,Kent School District,King County,19405 120th Ave SE,Kent,WA,98031,0571,(253)373-7494,12,City: Midsize,No,No,Yes,Yes,495.00000,26.23000,18.9000000,178.00000,59.00000
530039003462,WA-17405-5325,5300390,WA-17405,10,12,Grad Alliance Program,Bellevue School District,King County,12111 NE 1ST STREET,BELLEVUE,WA,98005,,(425)456-4175,12,City: Midsize,No,No,No,†,54.00000,–,†,2.00000,1.00000
530771001175,WA-17001-3378,5307710,WA-17001,PK,05,Graham Hill Elementary School,Seattle School District No. 1,King County,5149 S GRAHAM ST,SEATTLE,WA,98118,2938,(206)252-7140,11,City: Large,No,No,Yes,Yes,330.00000,26.96000,12.2000000,144.00000,30.00000
530375003067,WA-17411-5056,5303750,WA-17411,KG,05,Grand Ridge Elementary,Issaquah School District,King County,1739 NE Park Dr,Issaquah,WA,98029,,(425)837-7926,21,Suburb: Large,No,No,No,†,725.00000,43.27000,16.8000000,35.00000,8.00000
530396000617,WA-17415-3708,5303960,WA-17415,KG,06,Grass Lake Elementary School,Kent School District,King County,28700 191st Place SE,Kent,WA,98042,5409,(253)373-7661,21,Suburb: Large,No,No,No,†,421.00000,22.90000,18.4000000,76.00000,22.00000
530282001120,WA-17210-4426,5302820,WA-17210,PK,05,Green Gables Elementary School,Federal Way School District,King County,32607 47TH AVE SW,FEDERAL WAY,WA,98023,1938,(253)945-2700,21,Suburb: Large,No,No,Yes,Yes,378.00000,21.71000,17.4000000,118.00000,45.00000
530771001176,WA-17001-2061,5307710,WA-17001,PK,05,Green Lake Elementary School,Seattle School District No. 1,King County,2400 N 65 ST,SEATTLE,WA,98103,5412,(206)252-5320,11,City: Large,No,No,No,†,430.00000,30.76000,14.0000000,33.00000,9.00000
530771001177,WA-17001-2123,5307710,WA-17001,PK,05,Greenwood Elementary School,Seattle School District No. 1,King County,144 NW 80 ST,SEATTLE,WA,98117,3052,(206)252-1400,11,City: Large,No,No,No,†,330.00000,19.21000,17.2000000,37.00000,2.00000
530354000528,WA-17401-2844,5303540,WA-17401,PK,05,Gregory Heights Elementary,Highline School District,King County,16201 16th Ave SW,Burien,WA,98166,,(206)631-3800,21,Suburb: Large,No,No,Yes,Yes,451.00000,25.90000,17.4000000,172.00000,53.00000
530723002343,WA-17403-1534,5307230,WA-17403,06,12,Griffin Home,Renton School District,King County,2500 Lake Washington Blvd N,Renton,WA,98056,2508,(425)204-2550,12,City: Midsize,No,No,Yes,Yes,6.00000,1.00000,6.0000000,†,†
530723002721,WA-17403-1784,5307230,WA-17403,KG,12,H.O.M.E. Program,Renton School District,King County,2607 Jones Ave S,Renton,WA,98055,5102,(425)204-2520,12,City: Midsize,No,No,No,†,122.00000,4.41000,27.7000000,5.00000,6.00000
530771001180,WA-17001-2371,5307710,WA-17001,06,08,Hamilton International Middle School,Seattle School District No. 1,King County,1610 N 41 ST,SEATTLE,WA,98103,8212,(206)252-5810,11,City: Large,No,No,No,†,1047.00000,48.39000,21.6000000,68.00000,25.00000
530792002447,WA-17412-1667,5307920,WA-17412,PK,12,Handicapped Contractual Services,Shoreline School District,King County,18560 1st Avenue N.E.,Shoreline,WA,98155,2148,(206)393-4238,21,Suburb: Large,No,No,No,†,131.00000,–,†,15.00000,1.00000
530771002269,WA-17001-4248,5307710,WA-17001,PK,05,Hawthorne Elementary School - Seattle,Seattle School District No. 1,King County,4100 39 AV S,SEATTLE,WA,98118,1320,(206)252-7210,11,City: Large,No,No,Yes,Yes,430.00000,29.00000,14.8000000,134.00000,37.00000
530354000529,WA-17401-2699,5303540,WA-17401,PK,05,Hazel Valley Elementary,Highline School District,King County,402 SW 132nd St,Burien,WA,98146,3236,(206)631-3900,21,Suburb: Large,No,No,Yes,Yes,492.00000,31.09000,15.8000000,299.00000,74.00000
530771003271,WA-17001-5175,5307710,WA-17001,KG,08,Hazel Wolf K-8,Seattle School District No. 1,King County,11530 12th Ave. NE,Seattle,WA,98125,,(206)252-4500,11,City: Large,No,No,No,†,730.00000,43.61000,16.7000000,85.00000,21.00000
530723001071,WA-17403-3485,5307230,WA-17403,KG,05,Hazelwood Elementary School,Renton School District,King County,7100 116th Ave SE,Newcastle,WA,98056,1133,(425)204-4550,21,Suburb: Large,No,No,No,†,607.00000,34.87000,17.4000000,93.00000,16.00000
530030002277,WA-17408-4347,5300300,WA-17408,KG,05,Hazelwood Elementary School,Auburn School District,King County,11815 SE 304TH ST,AUBURN,WA,98092,3115,(253)931-4740,13,City: Small,No,No,Yes,Yes,592.00000,35.62000,16.6000000,174.00000,89.00000
530723001080,WA-17403-3630,5307230,WA-17403,09,12,Hazen Senior High School,Renton School District,King County,1101 Hoquiam Ave NE,Renton,WA,98059,4314,(425)204-4200,12,City: Midsize,No,No,Yes,No,1713.00000,72.39000,23.7000000,395.00000,192.00000
530354002972,WA-17401-1998,5303540,WA-17401,PK,PK,Head Start,Highline School District,King County,9700 8th Avenue SW,Seattle,WA,98106,,(206)433-2125,21,Suburb: Large,No,No,No,†,0.00000,0.00000,†,–,–
530039000068,WA-17405-3166,5300390,WA-17405,06,08,Highland Middle School,Bellevue School District,King County,11650 SE 60th,Bellevue,WA,98006,,(425)456-6400,12,City: Midsize,No,No,Yes,Yes,495.00000,31.38000,15.8000000,184.00000,60.00000
530771001183,WA-17001-2269,5307710,WA-17001,PK,05,Highland Park Elementary School,Seattle School District No. 1,King County,1012 SW TRENTON ST,SEATTLE,WA,98106,2421,(206)252-8240,11,City: Large,No,No,Yes,Yes,334.00000,26.46000,12.6000000,165.00000,35.00000
530792001304,WA-17412-3231,5307920,WA-17412,KG,06,Highland Terrace Elementary,Shoreline School District,King County,100 N. 160th Street,Shoreline,WA,98133,5698,(206)393-4341,21,Suburb: Large,No,No,No,†,466.00000,27.19000,17.1000000,45.00000,15.00000
530723001072,WA-17403-2640,5307230,WA-17403,KG,05,Highlands Elementary School,Renton School District,King County,2720 NE 7th St,Renton,WA,98056,3714,(425)204-4600,12,City: Midsize,No,No,Yes,Yes,497.00000,28.57000,17.4000000,250.00000,74.00000
530354000531,WA-17401-2325,5303540,WA-17401,09,12,Highline High School,Highline School District,King County,225 S 152nd St,Burien,WA,98148,1087,(206)631-6700,21,Suburb: Large,No,No,Yes,Yes,1020.00000,48.25000,21.1000000,545.00000,168.00000
530354003496,WA-17401-5371,5303540,WA-17401,KG,12,Highline Home School Center,Highline School District,King County,18367 8th Avenue South,Burien,WA,98148,,(206)631-7630,21,Suburb: Large,No,No,No,†,7.00000,–,†,†,†
530354003484,WA-17401-5370,5303540,WA-17401,09,12,Highline Open Doors 1418,Highline School District,King County,614 SW 120th Street,Burien,WA,98146,,(206)709-0335,21,Suburb: Large,No,No,No,†,314.00000,6.00000,52.3000000,88.00000,23.00000
530354000532,WA-17401-3165,5303540,WA-17401,PK,05,Hilltop Elementary,Highline School District,King County,12250 24th Ave S,Seattle,WA,98168,2424,(206)631-4000,21,Suburb: Large,No,No,Yes,Yes,504.00000,28.30000,17.8000000,313.00000,88.00000
530591001791,WA-17417-4124,5305910,WA-17417,PK,05,Hollywood Hill Elementary,Northshore School District,King County,17110 148 AV NE,Woodinville,WA,98072,9053,(425)408-4700,21,Suburb: Large,No,No,Yes,No,377.00000,21.89000,17.2000000,83.00000,11.00000
530792002646,WA-17412-1771,5307920,WA-17412,KG,08,Home Education Exchange,Shoreline School District,King County,2800 NE 200th,Shoreline,WA,98155,,(206)418-3388,21,Suburb: Large,No,No,No,†,129.00000,–,†,4.00000,0.00000
530723003351,WA-17403-5229,5307230,WA-17403,KG,05,Honey Dew Elementary,Renton School District,King County,800 Union Ave NE,Renton,WA,98058,4503,(425)204-4800,12,City: Midsize,No,No,Yes,Yes,425.00000,29.59000,14.4000000,188.00000,91.00000
530396002310,WA-17415-4345,5303960,WA-17415,PK,06,Horizon Elementary School,Kent School District,King County,27641 144th Ave SE,Kent,WA,98042,9054,(253)373-7313,12,City: Midsize,No,No,Yes,Yes,459.00000,25.92000,17.7000000,185.00000,54.00000
530396003382,WA-17415-5275,5303960,WA-17415,09,12,iGrad,Kent School District,King County,25668 104TH AVE SE,Kent,WA,98030,7610,(253)373-4723,12,City: Midsize,No,No,Yes,Yes,333.00000,6.90000,48.3000000,159.00000,11.00000
530030000698,WA-17408-4417,5300300,WA-17408,KG,05,Ilalko Elementary School,Auburn School District,King County,301 ORAVETZ PL SE,AUBURN,WA,98092,8601,(253)931-4748,13,City: Small,No,No,Yes,Yes,695.00000,40.80000,17.0000000,246.00000,99.00000
530282000437,WA-17210-3898,5302820,WA-17210,05,08,Illahee Middle School,Federal Way School District,King County,36001 1st AVE S,FEDERAL WAY,WA,98003,8606,(253)945-4600,21,Suburb: Large,No,No,Yes,Yes,877.00000,50.33000,17.4000000,445.00000,98.00000
530034503653,WA-17911-5517,5300345,WA-17911,KG,05,Impact | Puget Sound Elementary,Impact Public Schools,King County,3438 S. 148th Street,Tukwila,WA,98168,,(206)712-7640,21,Suburb: Large,Yes,No,Yes,Yes,285.00000,19.70000,14.5000000,135.00000,49.00000
530591000884,WA-17417-3492,5305910,WA-17417,09,12,Inglemoor HS,Northshore School District,King County,15500 Simonds RD NE,Kenmore,WA,98028,4430,(425)408-7200,21,Suburb: Large,No,No,Yes,No,1659.00000,83.55000,19.9000000,167.00000,102.00000
530423002435,WA-17414-4386,5304230,WA-17414,06,08,Inglewood Middle School,Lake Washington School District,King County,24120 NE 8th ST,Sammamish,WA,98074,3607,(425)936-2360,21,Suburb: Large,No,No,No,†,1288.00000,57.21000,22.5000000,31.00000,8.00000
